,respuestas_modelo,respuestas_experto,respuestas_venezuela,respuestas_mexico,respuestas_argentina
respuestas_modelo,0.0,0.03471661631419942,0.026180060422960727,-0.011345015105740208,-0.017189123867069445
respuestas_experto,0.03471661631419942,0.0,-0.08313232628398792,-0.042745619335347484,-0.08810151057401816
respuestas_venezuela,0.026180060422960727,-0.08313232628398792,0.0,0.0205099697885196,0.020650151057401755
respuestas_mexico,-0.011345015105740208,-0.042745619335347484,0.0205099697885196,0.0,-0.023216918429002975
respuestas_argentina,-0.017189123867069445,-0.08810151057401816,0.020650151057401755,-0.023216918429002975,0.0
